event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-04-24 07:47:57.000000 UTC,view,100018715,2053013551857008829,apparel.shoes,runail,60.49,516309699,8d6e29bb-1416-4001-8ada-8c56b18b424f
2020-04-13 05:12:16.000000 UTC,view,100018776,2053013551857008829,apparel.shoes,irisk,48.91,517073423,df76d1f0-15c5-4807-81b5-9a9f1fa381cd
2020-04-03 18:59:13.000000 UTC,view,100020872,2053013551857008829,apparel.shoes,,90.09,517950483,d1e7f406-5117-47a9-a70a-c2aa4ba82e67
2020-04-13 05:12:37.000000 UTC,view,100020872,2053013551857008829,apparel.shoes,,90.09,517073423,df76d1f0-15c5-4807-81b5-9a9f1fa381cd
2020-04-14 10:16:56.000000 UTC,view,100027840,2053013551857008829,apparel.shoes,,43.24,630627421,b0c615b7-04b7-49c8-8fcd-6475fd5f8163
2020-04-25 14:29:08.000000 UTC,view,100027840,2053013551857008829,apparel.shoes,,43.24,516361873,2305db83-177f-4c6d-8e84-36ecee04f3c7
2020-04-30 04:04:04.000000 UTC,view,100027840,2053013551857008829,apparel.shoes,,43.24,531927209,78557d71-2aab-48c9-a15d-d0d89ae58841
2020-04-28 13:54:40.000000 UTC,view,100044930,2053013551857008829,apparel.shoes,,384.82,513390880,45287173-69c7-4ca2-963b-50acb4abed05
2020-04-18 19:19:05.000000 UTC,view,100045430,2053013551857008829,apparel.shoes,,50.45,601659575,0c217814-1c49-405b-a304-43f23d650032
2020-04-26 16:47:26.000000 UTC,cart,100045430,2053013551857008829,apparel.shoes,,50.45,513584297,2cebbb1a-db2c-4696-9037-e5b209fb2631
2020-04-22 23:45:30.000000 UTC,view,100045430,2053013551857008829,apparel.shoes,,50.45,642824604,57b84a3d-97ff-4ab4-9c9e-04c3ff5d2875
2020-04-03 12:58:39.000000 UTC,view,100065133,2053013551857008829,apparel.shoes,,48.91,516690545,d57cfb4a-db4e-41fe-87c7-7a464502402d
2020-04-14 11:37:00.000000 UTC,view,100065133,2053013551857008829,apparel.shoes,,48.91,514440467,b6ca02c9-cf7b-435d-86dc-c5d0e333691e
2020-04-17 20:17:19.000000 UTC,view,57700003,2053013551865397438,sport.trainer,,3.31,529727389,2fe7fd11-fbde-406c-9139-566e3b16a1db
2020-04-11 14:55:29.000000 UTC,view,57700007,2053013551865397438,sport.trainer,,3.46,633343859,8f71c39f-95b8-4525-ae5c-d2aa8d10d348
2020-04-11 14:14:12.000000 UTC,view,57700007,2053013551865397438,sport.trainer,,3.46,636908703,184616f1-1cd5-4947-865d-543ece5cbd55
2020-04-11 10:53:05.000000 UTC,view,57700007,2053013551865397438,sport.trainer,,3.46,524463413,f66e0c33-0d7d-4cf3-83ab-bd796a7f3c18
2020-04-08 18:56:24.000000 UTC,view,57700008,2053013551865397438,sport.trainer,,0.9,605444862,e5aedf33-52c0-427c-a2b1-52c721221ed2
2020-04-17 16:35:35.000000 UTC,view,57700010,2053013551865397438,sport.trainer,,3.35,515005229,679aeadc-c8da-452d-bca4-17ab25ada759
2020-04-01 14:59:20.000000 UTC,view,57700016,2053013551865397438,sport.trainer,,0.9,634851210,e6061892-c33f-4f5f-a5cd-c2f31862d038
2020-04-20 19:41:15.000000 UTC,view,100167680,2053013551865397438,sport.trainer,inebrya,2.32,600309387,c72fa1e0-c279-48c7-b0d2-4f97c2f2c8d9
2020-04-05 03:53:18.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,636609222,475b87b8-111d-4890-bb2e-37498594d34b
2020-04-01 12:31:49.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,620212623,4c005676-31f1-46ac-835f-8a1e34da8c1e
2020-04-06 09:43:51.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,636133629,5632e7f5-32b1-4508-af3b-8922268128fe
2020-04-05 09:47:15.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,512456723,2a57f0ff-a401-4d1a-8fc2-f329f9d31cce
2020-04-03 09:52:57.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,633171990,605fc4c3-1524-4770-a285-d829e78c276b
2020-04-01 07:19:05.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,585148394,00edce69-bbdd-4980-bcde-64a48e1b5228
2020-04-05 10:01:58.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,574299929,2aa90cc3-3266-4401-8d7d-85cfc69f8b6b
2020-04-06 18:33:57.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,637539405,042823cf-7d36-4d02-bff7-3ba07939efc3
2020-04-01 21:32:14.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,514240717,e777b1e9-d77d-4bdb-8b8e-ca20edacbe00
2020-04-01 02:37:34.000000 UTC,cart,60900000,2053013551882174655,construction.tools.welding,apple,159.31,549503794,eadb9d96-4dc2-4897-b412-67c14697d34c
2020-04-05 17:32:15.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,613273249,d57016ba-7449-48ef-96b3-56dacfe09d8f
2020-04-05 16:23:51.000000 UTC,cart,60900000,2053013551882174655,construction.tools.welding,apple,159.31,527209563,c3e599c1-4f36-43f4-86c3-e31485b8a3d8
2020-04-02 03:52:49.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,615699940,1bcce4f0-ee63-4078-9345-b95d7f361b95
2020-04-03 11:12:56.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,599388240,dd8b5d6b-b66f-44e8-a7f1-0ac70f47e6ca
2020-04-03 05:08:55.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,609960284,b304c51f-5447-44ba-9173-7da5cd73f3fa
2020-04-12 14:14:11.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,179.9,512652953,b80d1cfa-f4c6-4f36-b382-c7ccbc823706
2020-04-14 14:59:21.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,179.9,583527154,8e512f86-71db-45da-9ed3-eec7e52fff05
2020-04-09 15:24:53.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,159.31,638848138,74ac574a-111a-47fd-af28-0dde6366ab94
2020-04-13 13:39:36.000000 UTC,view,60900000,2053013551882174655,construction.tools.welding,apple,179.9,640570853,ae8310a1-8a0e-414f-9cef-5826970bc481
