install_time,event_time,event_name,gacha,buff,stage,tutorial,level,event_revenue_krw,region,country_code,state,city,postal_code,dma,operator,carrier,language,user_id
2023-06-23 03:40:42.000000 UTC,2023-06-23 03:43:36.000000 UTC,tutorial_0004,,,,4,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,11816558
2023-06-23 03:45:53.000000 UTC,2023-06-23 05:07:06.000000 UTC,buff,,luck_up,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:53:08.000000 UTC,gacha,Skill,,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:49:04.000000 UTC,gacha,Weapon,,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 04:52:38.000000 UTC,shop,,,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 04:52:09.000000 UTC,shop,,,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 04:09:22.000000 UTC,shop,,,,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:56:39.000000 UTC,level_0010,,,,,10,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 04:02:20.000000 UTC,level_0020,,,,,20,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 04:18:47.000000 UTC,level_0030,,,,,30,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 05:38:31.000000 UTC,level_0050,,,,,50,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 06:37:47.000000 UTC,level_0070,,,,,70,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 07:48:31.000000 UTC,level_0090,,,,,90,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 14:47:07.000000 UTC,level_0130,,,,,130,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 14:47:09.000000 UTC,level_0140,,,,,140,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 14:47:14.000000 UTC,level_0170,,,,,170,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 14:47:16.000000 UTC,level_0180,,,,,180,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 17:30:41.000000 UTC,level_0200,,,,,200,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 20:28:50.000000 UTC,level_0220,,,,,220,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 00:38:19.000000 UTC,level_0240,,,,,240,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 15:10:39.000000 UTC,level_0270,,,,,270,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-26 04:54:15.000000 UTC,level_0290,,,,,290,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 04:52:52.000000 UTC,level_0300,,,,,300,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 16:52:19.000000 UTC,level_0330,,,,,330,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 20:56:39.000000 UTC,level_0340,,,,,340,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 22:22:43.000000 UTC,level_0350,,,,,350,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-28 03:29:43.000000 UTC,level_0360,,,,,360,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-28 14:45:14.000000 UTC,level_0370,,,,,370,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 07:55:14.000000 UTC,purchase,,,,,,6955,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 05:21:10.000000 UTC,stage_0002,,,2,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 05:21:38.000000 UTC,stage_0003,,,3,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 06:41:34.000000 UTC,stage_0006,,,6,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 08:25:26.000000 UTC,stage_0008,,,8,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 15:04:37.000000 UTC,stage_0012,,,12,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 15:04:57.000000 UTC,stage_0013,,,13,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 15:05:14.000000 UTC,stage_0014,,,14,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 15:06:10.000000 UTC,stage_0017,,,17,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 15:06:55.000000 UTC,stage_0019,,,19,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 22:45:35.000000 UTC,stage_0022,,,22,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 22:46:07.000000 UTC,stage_0023,,,23,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 00:56:53.000000 UTC,stage_0024,,,24,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 04:40:13.000000 UTC,stage_0030,,,30,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 04:44:42.000000 UTC,stage_0032,,,32,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 05:34:07.000000 UTC,stage_0034,,,34,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 15:13:57.000000 UTC,stage_0035,,,35,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-24 15:15:14.000000 UTC,stage_0036,,,36,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-26 03:39:54.000000 UTC,stage_0038,,,38,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 03:08:27.000000 UTC,stage_0039,,,39,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-27 14:45:51.000000 UTC,stage_0042,,,42,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-28 15:01:47.000000 UTC,stage_0045,,,45,,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:47:48.000000 UTC,tutorial_0006,,,,6,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:47:49.000000 UTC,tutorial_0007,,,,7,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:47:59.000000 UTC,tutorial_0008,,,,8,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-06-23 03:45:53.000000 UTC,2023-06-23 03:49:26.000000 UTC,tutorial_0010,,,,10,,,EU,FR,PDL,Le Bignon,44140,250044,,,fran?ais,12325252
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:18:02.000000 UTC,level_0010,,,,,10,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:23:05.000000 UTC,level_0020,,,,,20,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:36:05.000000 UTC,level_0030,,,,,30,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 09:06:46.000000 UTC,level_0050,,,,,50,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:12:24.000000 UTC,tutorial_0002,,,,2,,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:13:08.000000 UTC,tutorial_0004,,,,4,,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-02 08:09:14.000000 UTC,2023-07-02 08:14:22.000000 UTC,tutorial_0010,,,,10,,,EU,FR,PDL,Nantes,44300,250044,La Poste Mobile,La Poste Mobile,fran?ais,32405588
2023-07-24 05:47:40.000000 UTC,2023-07-26 21:51:35.000000 UTC,buff,,Attack_up,,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:26:05.000000 UTC,level_0010,,,,,10,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 07:02:19.000000 UTC,level_0050,,,,,50,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 15:29:47.000000 UTC,level_0070,,,,,70,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-27 03:53:23.000000 UTC,level_0110,,,,,110,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 15:22:17.000000 UTC,stage_0001,,,1,,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 15:23:38.000000 UTC,stage_0003,,,3,,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-25 12:27:53.000000 UTC,stage_0004,,,4,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-26 22:27:44.000000 UTC,stage_0006,,,6,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-26 22:28:59.000000 UTC,stage_0008,,,8,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-26 22:30:09.000000 UTC,stage_0010,,,10,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-26 22:30:56.000000 UTC,stage_0011,,,11,,,,EU,FR,GES,Grauves,51190,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:19:52.000000 UTC,tutorial_0002,,,,2,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:20:17.000000 UTC,tutorial_0003,,,,3,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:20:27.000000 UTC,tutorial_0004,,,,4,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:20:44.000000 UTC,tutorial_0005,,,,5,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:21:26.000000 UTC,tutorial_0008,,,,8,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-07-24 05:47:40.000000 UTC,2023-07-24 06:21:43.000000 UTC,tutorial_0009,,,,9,,,EU,FR,GES,Epernay,51200,250051,Orange F,Orange F,fran?ais,47901312
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:04:49.000000 UTC,tutorial_0001,,,,1,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:04:57.000000 UTC,tutorial_0002,,,,2,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:18.000000 UTC,tutorial_0003,,,,3,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:30.000000 UTC,tutorial_0004,,,,4,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:39.000000 UTC,tutorial_0005,,,,5,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:45.000000 UTC,tutorial_0006,,,,6,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:48.000000 UTC,tutorial_0007,,,,7,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:05:58.000000 UTC,tutorial_0008,,,,8,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:06:11.000000 UTC,tutorial_0009,,,,9,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-06-01 02:50:01.000000 UTC,2023-06-01 03:06:19.000000 UTC,tutorial_0010,,,,10,,,EU,FR,GES,Longwy,54400,250054,SYMA,SYMA,fran?ais,40078596
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:58:56.000000 UTC,shop,,,,,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:57:16.000000 UTC,shop,,,,,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:54:19.000000 UTC,shop,,,,,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:50:33.000000 UTC,level_0010,,,,,10,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 13:07:18.000000 UTC,stage_0001,,,1,,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:38:55.000000 UTC,tutorial_0001,,,,1,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:39:44.000000 UTC,tutorial_0003,,,,3,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:40:04.000000 UTC,tutorial_0004,,,,4,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:40:47.000000 UTC,tutorial_0008,,,,8,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:40:52.000000 UTC,tutorial_0009,,,,9,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2023-07-07 12:33:23.000000 UTC,2023-07-07 12:41:29.000000 UTC,tutorial_0010,,,,10,,,EU,FR,BRE,Guer,56380,250056,Mobifone,,�ѱ��î,28764852
2022-11-11 16:59:00.000000 UTC,2023-06-03 22:10:07.000000 UTC,level_0930,,,,,930,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2022-11-11 16:59:00.000000 UTC,2023-06-09 02:58:45.000000 UTC,level_0940,,,,,940,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2022-11-11 16:59:00.000000 UTC,2023-06-14 23:50:40.000000 UTC,level_0950,,,,,950,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2022-11-11 16:59:00.000000 UTC,2023-06-21 02:23:28.000000 UTC,level_0960,,,,,960,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2022-11-11 16:59:00.000000 UTC,2023-06-24 17:08:57.000000 UTC,level_0970,,,,,970,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2022-11-11 16:59:00.000000 UTC,2023-06-28 21:08:40.000000 UTC,level_0980,,,,,980,,EU,FR,HDF,Lille,59800,250059,Orange F,Orange F,fran?ais,43549052
2023-05-29 04:18:05.000000 UTC,2023-07-30 15:00:12.000000 UTC,shop,,,,,,,EU,FR,HDF,Roubaix,59100,250059,IR-MCI,IR-MCI,English,35446615
2023-05-29 04:18:05.000000 UTC,2023-06-14 17:14:46.000000 UTC,level_0400,,,,,400,,EU,FR,HDF,Roubaix,59100,250059,IR-MCI,IR-MCI,English,35446615
2023-05-29 04:18:05.000000 UTC,2023-06-14 17:11:03.000000 UTC,level_0400,,,,,400,,EU,FR,HDF,Roubaix,59100,250059,IR-MCI,IR-MCI,English,35446615
2023-07-04 01:03:01.000000 UTC,2023-07-04 01:11:53.000000 UTC,tutorial_0003,,,,3,,,EU,FR,HDF,Roubaix,59100,250059,,,fran?ais,1727528
2023-07-04 01:03:01.000000 UTC,2023-07-04 01:12:14.000000 UTC,tutorial_0004,,,,4,,,EU,FR,HDF,Roubaix,59100,250059,,,fran?ais,1727528
2023-06-18 23:02:47.000000 UTC,2023-06-19 04:07:51.000000 UTC,buff,,Attack_up,,,,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-18 23:15:17.000000 UTC,level_0020,,,,,20,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-18 23:19:27.000000 UTC,level_0030,,,,,30,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-18 23:22:33.000000 UTC,level_0040,,,,,40,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-18 23:30:17.000000 UTC,level_0050,,,,,50,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-18 23:39:43.000000 UTC,level_0060,,,,,60,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
2023-06-18 23:02:47.000000 UTC,2023-06-19 14:04:46.000000 UTC,level_0080,,,,,80,,EU,FR,HDF,Noyon,60400,250060,SFR,F SFR,fran?ais,14530544
